职位名称,职位类别,招聘人数,工作地点,发布时间,详细链接,工作职责,工作要求
SA-腾讯社交广告SMB渠道运营经理（深圳）,市场类,2,深圳,2017-08-24,http://hr.tencent.com/position_detail.php?id=32287&keywords=&tid=0&lid=0,"1. 1、大客户管理：协助服务商引导客户建立合理的推广理念和回报预期，巩固与客户的合作关系
2. 2、账户运营指导：针对代理商账户运营中的难点、问题点给出具体可执行的优化建议或方案；
3. 3、渠道项目管理：跟进重点服务商项目，反馈、推进并确保项目的进度；
4. 4、内部对接协调：对内及时了解各部门有用信息并整理同步，配合各部门的产品、运营、数据等工作；
5. 5、数据分析支持：通过数据分析驱动业务指标，提供服务商日常管理支持；
6. 6、服务商运营团队管理，运营能力考核，团队搭建和人员能力提升辅导
7. 7、通过培训和驻场工作指导提高服务商运营工作能力，对服务商消耗和活跃客户数负责
","1. 1、本科以上学历；
2. 2、有1-3年广点通、朋友圈广告相关运营经验；
3. 3、有项目管理经验，有较强的逻辑分析能力及培训讲演能力
4. 4、具有良好的学习总结能力，沟通能力、协调能力，能够独立开展服务商支持工作；
5. 5、工作细致认真，务实，有极强的耐心与责任心，抗压能力强，易融于团队；
6. 6、能接受出差　
7. 相关经验要求：3年以上互联网广告运营或渠道运营经验，有过团队管理经验优先考虑
"
SA-腾讯社交广告商业运营管理高级经理（北京）,市场类,1,北京,2017-08-24,http://hr.tencent.com/position_detail.php?id=32286&keywords=&tid=0&lid=0,"1. 1.以专业的顾问和合作伙伴的角色，为腾讯社交广告大客户团队提供面向广告主及广告服务商的关键业务决策及销售运营管理指导。
2. 2.通过向销售与运营团队提供规划及策划指导支持，对业务发展节奏进行把控与管理，包括年度规划、月度及季度业绩回顾、组织大客户团队进行销售目标制定，追踪业绩目标达成情况等。
3. 3.在对腾讯社交广告大客户业务现状及未来发展的战略方向有深刻理解的基础上，通过有效的业务分析，识别业绩增长的突破口，输出洞察发现及落地行动建议。
4. 4.通过推动流程优化提升销售组织的运营效率，领导广告主投放规划，搭建相关的运营工具及流程制度，包括广告主账户流转规则、业绩追踪数据看板的搭建等。
","1. 1.本科及以上学历
2. 2.5年及以上的战略管理咨询或销售管理经验
3. 3.具备优秀的问题解决能力，能够基于数据及经验提出有效的业务洞察及驱动业务的建议
4. 4.具备高效的沟通能力和项目管理经验，和跟多部门沟通协调的经验和能力
5. 5.具备产品迭代思维，能够熟练操作Powerpoint和Excel
6. 优先条件：
7. 1.具备互联网广告工作经验者优先考虑
8. 2.具备跨团队（如销售、产品、开发等）合作经验者优先考虑
9. 3.具备与高层管理者合作的经验，推动业务战略决策的制定
10. 4.具备对新业务的快速掌握能力及丰富的销售团队合作经验
11. 5.具备SQL操作技能者优先考虑
"
19511-腾讯游戏战略分析经理（深圳）,市场类,1,深圳,2017-08-24,http://hr.tencent.com/position_detail.php?id=32284&keywords=&tid=0&lid=0,"1. 定期进行市场环境监测和分析、游戏业绩表现分析；
2. 针对公司对腾讯游戏研发的业务方向，细化执行方案，以帮助战略的落地；
3. 针对游戏研发和运营中各环节（包括市场推广、用户服务等）的痛点，制定解决方案，并推动方案的落地实施。
","1. 熟悉互联网行业的发展动态，熟悉和喜爱各类型游戏（客户端游戏、手机游戏等），并能对游戏特点进行抽象和总结；
2. 企业管理、金融、数学等专业，思维逻辑性强；
3. 善于沟通和表达；
4. 具备互联网行业“战略分析”或者“企业管理咨询“经验者尤佳。
"
OMG192-腾讯广告华东媒介专员（上海）,市场类,1,上海,2017-08-24,http://hr.tencent.com/position_detail.php?id=32297&keywords=&tid=0&lid=0,"1. 负责解答客户针对广告的相关咨询；
2. 根据客户需求，出具符合其推广目标的资源推荐或排期计划；
3. 进行内外部沟通，有效推进内部流程优化；
4. 跟进广告下单流程及素材催收，监控投放期间的广告效果；
5. 协调多方资源，处理投放过程中的客户需求及可能出现的问题；
6. 根据公司内部规定对潜在风险进行预警和把控，并管理合同及发票；
7. 协助销售进行客情关系维护和客户信息管理。
","1. 本科及以上学历；
2. 3年以上互联网广告媒介工作经验；
3. 工作细致耐心、踏实勤奋，有高度的责任心；
4. 具备较强的沟通能力及抗压能力，同时具备多任务处理能力；
5. 有媒体媒介经验或代理公司工作经验者优先考虑。
"
TEG02-硬件研发质量管理工程师（深圳）,技术类,1,深圳,2017-08-24,http://hr.tencent.com/position_detail.php?id=27368&keywords=&tid=0&lid=0,"1. 负责制定腾讯服务器开发流程、包括硬件单板的开发、系统软件（BIOS/IPMI）、和整机开发流程。
2. 确保腾讯服务器开发团队严格执行开发流程，组织并执行阶段评审；
3. 审计、检视OEM厂家在关键评审节点的输出、交付。
","1. 计算机相关专业本科以上学历；
2. 具备8年以上服务器系统开发的项目管理经验，有开发背景更佳；
3. 熟悉服务器系统的从概念到量产到维护的整个流程，参与并执行过完整的服务器开发项目的项目管理工作经验。
4. 熟悉服务器系统开发所有关键节点，及关键节点入口与出口交付条件；
5. 有单板及系统级开发质量管理经验，能协助开发团队找出开发过程中的问题，并能给出给出改进方案，帮助团队提高开发质量；
6. 熟练掌握开发质量管理的工具，方法，有参与审计供应商开放团或内部开发团队的经验；
7. 良好的沟通能力和团队合作能力。
"
MIG12-高级网络安全工程师（深圳）,技术类,1,深圳,2017-08-24,http://hr.tencent.com/position_detail.php?id=28826&keywords=&tid=0&lid=0,"1. 负责MIG业务应用层和系统层安全管理；
2. 负责建设业务安全漏洞、风险的发现与拦截机制，并推动修复；
3. 负责安全风险评估与安全事件应急响应；
4. 负责安全项目的管理与推进；
5. 负责建设安全研发与运维规范，并进行安全培训。
","1. 大学本科及以上，计算机、网络等相关专业；3年以上安全技术或安全运维工作经验；
2. 熟悉应用层和系统层漏洞原理及其防御技术，包括web漏洞（SQL注入、XSS、代码执行、上传漏洞）、操作系统、第三方组件漏洞；
3. 熟悉主流web安全漏洞扫描工具(awvs、metasploit、burpsuite等)；
4. 了解国内外最新安全攻防技术；
5. 能进行安全相关工具或脚本的开发；
6. 具备安全项目管理与安全策略推进能力；
7. 具备安全防护体系整体规划能力。
"
TEG03-高级算法研发工程师（深圳）,技术类,3,深圳,2017-08-24,http://hr.tencent.com/position_detail.php?id=28858&keywords=&tid=0&lid=0,"1. 负责基于海量用户数据，个性化推荐在效果广告领域的应用和研究，提高产品用户体验和广告投放效果；
2. 负责各算法和模型的分布式实现，丰富并行算法库；
3. 负责提供系统设计和代码文档，参与数据清洗和过滤、特征抽取、参数选择、算法实验、效果分析，参与与内外部客户的交流。
","1. 硕士或博士学历，计算机、应用数学、模式识别、人工智能、自控、统计、运筹学等专业；
2. 2年以上相关工作经验；
3. 对机器学习、概率统计、最优化等算法原理及其在互联网行业的应用，有深入的理解和浓厚的兴趣；
4. 有推荐系统、精准营销、精准广告、信息检索等方面的实际工作经验；
5. 有大规模分布式计算平台的使用和并行算法的开发经验；
6. 熟练掌握至少一种编程语言，Java、Scala、C++、R、Python；
7. 熟悉Linux工作环境。
"
19407-手游运营经理（上海）,产品/项目类,1,上海,2017-08-23,http://hr.tencent.com/position_detail.php?id=32259&keywords=&tid=0&lid=0,"1. 负责产品的发行和运营，针对不同品类产品，制定差异化整体发行策略，并对产品新进、收入KPI负责；
2. 协调各平台资源模块，并体系化解决问题，确保所负责产品能够持续稳定的获得持续的资源环境； 
3. 根据项目运营节点，策划拉新、留存、回流运营方案，并根据产品线上反馈及数据提炼进行运营方案调整，以及运营活动效果评估； 
4. 定期输出和分析运营数据，为产品迭代和运营优化提供参考依据；
5. 协调和解决执行中出现的问题，以及跨部门的沟通协调。
","1. 本科及以上学历，5年及以上游戏行业工作经验，3年及以上游戏发行工作经验，至少核心主导过1款以上成功产品的外部发行； 
2. 具备优秀的自我驱动力，工作认真、细致，责任感强；有敏锐的洞察力和快速学习的能力；具备创新能力，能接受挑战；良好的沟通协调能力和团队合作精神，心态开放； 
3. 有较强的文字表达能力，熟悉游戏发行流程，能独立规划和协调各个交叉模块成员的工作；具备较强的谈判能力，能够应对跨部门、跨事业群及跨公司间的合作交流；具备一定的品牌管理或品牌传播经验；
4. 擅长数据分析，熟悉游戏用户行为，能敏锐地把握手机游戏第三方平台市场和相关行业动态；  5、责任心强，善于沟通，良好的个人品行和团队合作精神，能承受较大的工作压力。
"
OMG148-高级WEB前端开发工程师（北京）,技术类,1,北京,2017-08-23,http://hr.tencent.com/position_detail.php?id=32255&keywords=&tid=0&lid=0,"1. 负责腾讯房产及区域门户中心其他相关产品技术研发；
2. 参与平台架构设计；
3. 目前业务涉及到微信、QQ、腾讯网、手机腾讯网、腾讯新闻手机客户端等平台中与房产、汽车以及本地化相关的信息服务及O2O业务。
","1. 全日制大学本科以上学历，2年以上互联网媒体工作经验；
2. 扎实的HTML、JAVASCRIPT功底；
3. 有良好的团队合作能力，善于沟通，热爱前端开发事业；
4. 熟悉移动端WEB前端开发者优先；
5. 熟悉PHP、CSS者优先；
6. 有大型在线系统设计经验者优先，有大型网站策划设计经验者其他条件可适当放宽。
"
19407-手游商业化与本地化策划（上海）,产品/项目类,1,上海,2017-08-23,http://hr.tencent.com/position_detail.php?id=32258&keywords=&tid=0&lid=0,"1. 关注移动游戏行业动态和趋势，了解主流游戏及具有潜在用户的玩法和热门产品，负责移动游戏产品的评估； 
2. 能够从玩家处收集并提炼用户需求或通过版本效果分析来梳理需求，推动研发开发、验收； 
3. 负责移动游戏的本地化建议、产品优化方案等相关工作； 
4. 负责移动游戏内商业化系统设计，如商城设计、道具定价、运营活动等相关工作； 
5. 根据收入指标，设计营销活动，制定、执行和跟进相关方案； 
6. 负责规划及跟进制作版本商业化内容，并根据商业化内容推动游戏其他方面的运作。
","1. 3年或以上网络游戏运营相关工作经验； 
2. 有网络游戏商业化（付费）相关的工作经验，有移动游戏商用化经验者优先； 
3. 熟悉游戏生命周期各阶段运营工作，具有优秀的团队沟通和执行能力；
4. 热爱游戏，对移动手机游戏有浓厚的兴趣和深入的了解； 
5. 口头和书面表达能力较好，能够撰写各类文档，能看懂数值设计，总结和归纳性强； 
6. 有移动游戏评估、本地化运营经验者优先。
"
21226-全球赛事运营经理（深圳）,产品/项目类,1,深圳,2017-08-23,http://hr.tencent.com/position_detail.php?id=28817&keywords=&tid=0&lid=0,"1. 负责全球赛事体系规划和赛事生态圈搭建，搭建赛事整体品牌；
2. 能独立统筹制定全球赛事规则，规划线上线下活动；
3. 协调各项资源包括执行公司管理。
","1. 大学本科及以上学历；
2. 热爱竞技产品，有两年以上游戏赛事运营工作经验；
3. 有较强的沟通协调能力；
4. 有选手经验者优先，独立策划过网络游戏大型活动或游戏比赛活动； 
5. 英语流利；
6. 有海外赛事经验者优先。
"
OMG148-高级后台开发工程师（北京）,技术类,1,北京,2017-08-23,http://hr.tencent.com/position_detail.php?id=32256&keywords=&tid=0&lid=0,"1. 负责腾讯智慧城市相关产品技术研发及运营； 
2. 负责相关业务的WEB端及后台研发； 
3. 能够承担技术攻坚任务；
4. 参与平台架构设计。
","1. 计算机相关专业本科以上学历，5年以上开发工作经验；
2. 软件知识结构全面，基本功扎实，精通PHP；
3. 熟悉互联网应用协议，熟悉数据库技术，熟悉网络编程；
4.  熟悉unix/linux编程，具较深厚的UNIX类系统管理能力； 
5. 有良好的团队合作能力，善于沟通，热爱开发事业； 
6. 熟练掌握JavaScript、XHTML、XML、XSLT、CSS者优先；
7.  有大型在线系统开发经验者优先。
"
21226-移动游戏高级产品策划经理（深圳）,产品/项目类,1,深圳,2017-08-23,http://hr.tencent.com/position_detail.php?id=28815&keywords=&tid=0&lid=0,"1. 负责游戏用研工作，包括国内和海外调研，与用研中心接口；
2. 对游戏产品进行调研分析，深挖用户心理与行为，通过用户的分析与研究对游戏品质不断进行优化；
3. 对全球主要区域进行研究，分析不同区域用户行为和偏好；
4. 对重点游戏品类进行研究，分析不同品类用户的游戏诉求、行为差异、偏好等；
5. 参与游戏产品方向规划、设计；
6. 参与游戏商业化方向规划、设计。
","1. 本科以上学历，专业不限；
2. 热爱游戏，深入体验过多个国家多种品类的游戏，熟悉COC、CR，游戏经验丰富对MOBA/战争策略/RPG等类型的游戏有深入的分析和理解；
3. 对全球各区域游戏市场、产品、用户都一定的认知和理解；
4. 熟悉游戏生命周期各阶段运营、策划工作，有丰富的用户研究和策划经验；
5. 逻辑能力强，有敏锐的洞察力和快速学习的能力；
6. 具有英文沟通能力 ，能够使用英语作为工作语言；
7. 有海外用户研究经验优先 。
"
21226-移动游戏社区高级运营经理（深圳）,产品/项目类,1,深圳,2017-08-23,http://hr.tencent.com/position_detail.php?id=28814&keywords=&tid=0&lid=0,"1. 负责整体社区前期筹备、搭建相关内容工作；
2. 负责社区整体内容方向策略制定，对游戏产品有深度的理解，能够针对产品做出高质量、特色的社区内容；
3. 与技术、设计部门协作，确保各阶段目标顺利有效的完成；
4. 对社区内容、社区渠道的效果的进行良好的把控与分析；
5. 统筹整体社区运营；
6. 收集玩家反馈，负责社区用户研究工作；
7. 分析数据，并能根据数据给出自己的改进建议、制定改进策略。
","1. 本科以上学历，专业不限；
2. 热爱游戏，深入体验过多个国家多种品类的游戏，游戏经验丰富对MOBA/战争策略/RPG等类型的游戏有深入的分析和理解；
3. 3年以上社区产品设计运营经验，有一款或多款社区产品成功经验；
4. 熟悉PGC、UGC等内容和相关资源，熟悉社区运营；
5. 注重用户体验、能够深入了解用户需求，有紧密的逻辑思维以及较强的创新意识；
6. 沟通能力强，能够在复杂的环境中推进项目前进，具备优秀的自我驱动力、团队协作能力及跨部门协作推动力；
7. 具备良好的英文听、说、读、写能力；
8. 具有一定的数据分析能力；
9. 有海外社区设计运营经验优先。
"
SA-腾讯社交广告交互设计师（深圳）,设计类,1,深圳,2017-08-23,http://hr.tencent.com/position_detail.php?id=29182&keywords=&tid=0&lid=0,"1. 设计用户行为及产品的信息构架，保证产品的可用性； 
2. 参与互联网社区产品的规划构思，归纳用户目标、用户任务； 
3. 参与用户研究，根据用户研究的结果对设计方案进行优化； 
4. 对现有产品的可用性测试和评估提出改进方案，持续优化产品的用户体验； 
5. 参与界面规范的制定与实施； 
6. 参与组织建设交互设计团队，负责培养新人。
","1. 1.理解并掌握体验设计的技能和方法，有iOS、Android或Windows平台熟练设计经验者优先；
2. 2.能够全面分析并抓住核心用户需求，结合商业价值和技术，提出完整有效的解决方案；
3. 3.熟练并钻研工具、方法，并能通过高保真Demo演示方案；
4. 4.熟悉互联网产品研发全过程，有基本数据分析能力；
5. 5.对互联网产品具有强烈的兴趣，对某一领域有深入地理解；
6. 6.能够总结并运用先进的设计思维、方法论；
7. 7.工业设计、计算机或人机交互相关专业本科以上学历优先。
"
SA-腾讯社交广告视觉设计师（北京）,设计类,1,北京,2017-08-23,http://hr.tencent.com/position_detail.php?id=29181&keywords=&tid=0&lid=0,"1. 参与用户研究及交互的方案讨论；
2. 参与项目的视觉设计工作，并持续优化设计上的细节；
3. 为项目提供概念设计方案，并推动方案的落地实施；
4. 跟进重构及开发同学的页面视觉还原效果。
","1. 1.具有丰富的设计美学理论知识，以及对流行趋势和用户偏好的洞察力；
2. 2.对GUI设计趋势有敏锐的感知能力，具有较强的设计技巧，善于发挥视觉创意和表现力；
3. 3.了解视觉设计的系统性知识，能够巧妙运用视觉要素，系统地考虑视觉的统一性；
4. 4.具备良好的设计沟通能力和团队协作精神，对设计，创新工作富有激情，对工作有较强的责任感；
5. 5.设计，美术或HCI相关专业本科以上学历优先；
6. 6.此职位的申请需要提交作品集。
"
17467-企鹅电竞高级品牌经理（深圳）,市场类,1,深圳,2017-08-23,http://hr.tencent.com/position_detail.php?id=29243&keywords=&tid=0&lid=0,"1. 负责企鹅电竞和QQ平台手游业务的品牌策略制定，以及大型营销项目的策划、创意输出和执行； 
2. 负责整合公司内、外营销资源，推进年度营销计划实施落地。
","1. 本科及以上学历； 
2. 5年以上品牌管理工作经验，品牌意识强，熟悉游戏及电竞领域，在游戏直播行业及电竞领域有较丰富的品牌营销或运营经验，有大型游戏或电竞项目的策划实操经验及成功品牌策划案例，具有出色的品牌策略能力及整合传播技巧； 
3. 具有良好的团队意识以及执行能力，勇于承担高强度的工作压力； 
4. 思维活跃，善于学习和提升自我，具有创新精神； 
5. 有知名公司品牌管理经验或4A广告公司品牌策划经验者优先。
"
SA-腾讯社交广告KA效果广告产品运营经理（北京）,产品/项目类,2,北京,2017-08-23,http://hr.tencent.com/position_detail.php?id=29435&keywords=&tid=0&lid=0,"1. 研究效果广告产品与数据能力，优化和创新广告解决方案，配合行业运营推进方案执行；
2. 对商业产品熟悉，且可以推进广告程序化购买的设计与优化，持续推进产品能力迭代；
3. 负责腾讯微信、QQ、Qzone、浏览器、联盟等流量变现（效果转化效率、产品流程等）；
4. 协调组织各类资源达成团队目标。
","1. 3年以上互联网产品经验，有商业产品策划、产品运营、统计学研发经验优先；
2. 对商业产品有兴趣的工程师研发背景，且在沟通推进能力上不错的也可以考虑；
3. 极强的工作责任心，工作细心，具有主动的学习意识，坚持原则；
4. 能适应高强度的工作节奏，勇于面对工作中的压力与挑战；
5. 有较强的分析能力、有关注细节及项目管理能力；
6. 学习能力和写作能力强、思维活跃、领悟力强，接受新事物能力强；
7. 工作主动积极，能承受一定工作压力；
8. 本科及以上学历。
"
SA-腾讯社交广告产品市场经理（深圳）,市场类,2,深圳,2017-08-23,http://hr.tencent.com/position_detail.php?id=29419&keywords=&tid=0&lid=0,"1. －制定QQ|QQ空间广告的市场宣广整体方案及执行策略，管控预算、供应商等各类市场资源，通过合适的市场活动、推广渠道及手段，提升QQ|QQ空间广告的市场认知、使用率和渗透率。
2. －与产品团队合作，深入了解产品价值及诉求，通过市场分析，明确产品的市场定位和核心宣广信息，并以此为基础产出内容用于内外部沟通，提升客户对广告产品的理解和应用。
3. －对行业及客户深入洞察，捕捉市场趋势和客户需求，推动产品解决方案的出现，并通过市场的方式进行包装与推广。
","1. －5年以上广告、互联网市场工作经验，对于广告平台、产品及广告主营销诉求有深入了解及洞察；
2. －有丰富的市场宣广经验，能够独立策划、领导、落地整合营销项目，有市场预算及供应商管理经验；
3. －具有优秀的沟通协调、跨部门合作能力，能够有效影响内外部干系人乃至上级；
4. －思维清晰、文笔卓越，有优秀的内容撰写和演讲技巧；
5. －具有创业精神，勇于创新，能够创造性的解决问题，适应节奏快、变化快、强度高、跨部门合作频繁的工作环境；
6. －具有2B市场经验的候选人优先
"
SNG04-推荐工程师（深圳）,技术类,1,深圳,2017-08-23,http://hr.tencent.com/position_detail.php?id=29478&keywords=&tid=0&lid=0,"1. 负责手机QQ看点的个性化推荐排序、用户推荐实时意图识别，推荐用户画像建设等研究与实现；
2. 负责在人工智能、机器学习，深度学习等领域相关的技术研发工作。
","1. 具备优秀的问题分析和和归纳能力，擅长解决挑战性问题;
2. 熟练使用一种或多种通用编程语言，包括但不限于：Java、C/C++、Python、Go;
3. 有推荐系统、数据挖掘、深度学习知识背景者优先;
4. 参加过有影响力的竞赛例如KDD-CUP，ACM-ICPC，MCM/ICM，KAGGLE并取得较好成绩者优先;
5. 富有想象力，认同极客文化，曾完成令人印象深刻的发明创造或解决现实问题者优先。
"
SNG02-流媒体后台开发工程师（深圳）,技术类,3,深圳,2017-08-23,http://hr.tencent.com/position_detail.php?id=29492&keywords=&tid=0&lid=0,"1. 负责搭建流媒体直播及视频cdn系统工作；
2. 负责Linux下面的C/C++系统以及数据库应用的设计和开发，要求开发的系统具有高性能和高可靠；
3. 参与相关产品需求讨论与产品系统架构的设计和优化工作。
","1. 本科及以上学历，计算机或相关专业；
2. 从事流媒体cdn、流媒体直播方面技术开发2年以上，有流媒体处理经验优先；
3. 熟悉后台linux开发，熟悉c/c++开发；
4. 责任感强，逻辑思维能力、沟通能力强，能够承担工作压力。
"
TEG13-实时计算大数据后台开发工程师（深圳）,技术类,1,深圳,2017-08-23,http://hr.tencent.com/position_detail.php?id=29489&keywords=&tid=0&lid=0,"1. 负责大数据实时计算平台搭建工作；
2. 负责系统架构的技术选型、架构设计，以及性能调优；
3. 熟悉业务形态，参与需求分析和方案设计。
","1. 本科以上学历，计算机或相关专业，有流式实时计算的相关经验；
2. 熟悉常用开源分布式系统，熟悉Hadoop/Hive/Kafka/Storm/flink/Spark/Yarn等大数据相关技术，有flink经验，精通源代码尤佳；
3. 熟悉高并发服务器端系统架构，熟悉网络编程、Redis，Mysql数据库等后台技术；
4. 技术视野开阔，有强烈的上进心和求知欲，善于学习和运用新知识；
5. 善于沟通和逻辑表达，良好的团队合作精神和积极主动的沟通意识。
"
SNG04-推荐算法工程师（深圳）,技术类,1,深圳,2017-08-23,http://hr.tencent.com/position_detail.php?id=29477&keywords=&tid=0&lid=0,"1. 负责资讯类产品图文以及视频个性化推荐算法的研究，建模与实现；
2. 并持续优化推荐策略，提升推荐指标数据。
","1. 计算机（机器学习/深度学习、自然语言处理，数据挖掘等方向）、数学相关专业本科及以上学历，并且至少有2-3年相关专业工作背景；
2. 掌握常用机器学习，数据挖掘方法，并且在工作中有实际使用这些方法的经验；
3. 熟悉一种以上海量数据处理模型和框架；
4. 有推荐系统排序，搜索引擎排序，广告CTR预估，用户行为分析，大数据处理方面经验者优先考虑；
5. 熟悉CNN/DNN等深度学习算法实现与运用经验者优先；
6. 有较强的分析和解决问题能力，较强的工作激情，能承受一定的工作压力和业绩指标。
"
SA-腾讯社交广告微信朋友圈产品运营经理（深圳）,产品/项目类,1,深圳,2017-08-23,http://hr.tencent.com/position_detail.php?id=29734&keywords=&tid=0&lid=0,"1. 1、负责为微信朋友圈广告主提供行业整合营销解决方案服务与运营，并对ka广告主创意方案的沟通及执行；
2. 2、负责朋友圈广告数据分析，根据数据变化提供运营建议，并推动实现智能化运营；
3. 3、推动微信广告系统类目运营的标杆建设与建立完善的类目运营投放策略及流程优化。
","1. 1. 对互联网行业有热情，对商业化产品有较高兴趣；
2. 2. 踏实负责的工作态度和高效的执行力；
3. 3. 抗压能力和学习能力；
4. 4. 本科及以上学历，3年以上互联网策划或运营的工作经验。
"
GY0-JOOX终端开发工程师（深圳）,技术类,1,深圳,2017-08-23,http://hr.tencent.com/position_detail.php?id=29875&keywords=&tid=0&lid=0,"1. 负责腾讯JOOX海外音乐产品的Android/ios平台手机终端软件设计、开发与维护；
2. 按照项目计划，按时编写高质量代码，完成开发任务；
3. 规范文档的编写、维护，以及其他与项目相关工作。
","1. 熟悉移动终端特性和开发特点，有手机终端或者PC客户端软件3年以上开发经验，有严谨的逻辑思维；
2. 良好的C/C++/Java/Objective-C编程能力，基础扎实，精通常用数据结构与算法；
3. 强烈的技术热情，善于合作，能在高强度压力下工作；
4. 有国际化开发经验优先。
"
21089-版本运营策划（深圳）,产品/项目类,1,深圳,2017-08-23,http://hr.tencent.com/position_detail.php?id=30013&keywords=&tid=0&lid=0,"1. 1、负责产品运营期的版本管理工作，保证版本稳定性； 2、跟进版本测试、版本部署、版本发布等版本流程各环节工作;负责日常外网问题反馈接受和处理； 3、负责产品相关版本优化工作； 4、负责版本流程优化及版本总结工作;5、负责游戏环境维护相关工作。
","1. 1、本科及以上学历，有较强的逻辑思维能力； 2、有2年以上网络游戏工作经验，熟悉游戏开发或运营流程，能独立规划和协调各个模块成员的开发工作； 3、具备较强的抗压能力，责任心以及沟通能力强，团队合作意识佳； 4、积极主动，团队合作意识强，善于沟通及表达，能承担较强工作压力； 5、英语口语较好者优先。
"
SNG06-鹅漫U品游戏IP商务经理（深圳）,市场类,1,深圳,2017-08-23,http://hr.tencent.com/position_detail.php?id=30000&keywords=&tid=0&lid=0,"1. 负责鹅漫U品商城，游戏类IP的合作引入、衍生产品供应商的合作和拓展；
2. 制定商城IP及货品引入及上线计划，统筹整体项目进度；
3. 负责整合游戏IP及平台供应商资源，探索创新型商业合作模式。
","1. 熟悉国内外游戏市场，有大厂游戏合作资源和成功的合作案例；
2. 了解IP授权合作模式，对IP衍生品感兴趣；
3. 项目统筹能力强，推动力和执行力强；
4. 有激情，有一定抗压能力。
"
15851-后台开发工程师,技术类,1,深圳,2017-08-22,http://hr.tencent.com/position_detail.php?id=32217&keywords=&tid=0&lid=0,"1. 1. 负责MMORPG游戏交易监控系统开发、维护；
2. 2. 根据系统搭建文档，开发对接服务侧、游戏侧的工单管理平台P-SAP的工单接口；
3. 3. 深度挖掘游戏运营数据，根据脚本策划文档搭建数据监控体系；
4. 4. 利用爬虫技术，对游戏外第三方交易平台形成有效监控体系；
5. 5. 根据策划文档，搭建、完善并持续跟进脚本监控-打击体系；
6. 6. 配合运营人员，持续挖掘新型违规交易模式，并跟进迭代打击。
","1. 1. 本科及以上学历，2年以上工作经验；
2. 2. 优秀的Python开发能力、数据建模能力，熟悉数据挖掘算法优先；
3. 4. 与运营侧形成有效合作，开发监控系统、脚本上线，对质量负责；
4. 5. 对游戏内违规交易行为有清晰了解，具有逻辑理解能力；
5. 6. 对工作室、交易平台的违规交易行为有深入了解；
6. 7. 深度接触一款以上具有开放式交易经济系统的MMORPG游戏优先。
"
15851-前端开发工程师,技术类,1,深圳,2017-08-22,http://hr.tencent.com/position_detail.php?id=32216&keywords=&tid=0&lid=0,"1. 1. 负责MMORPG游戏交易审核&申诉平台（P-SAP）开发、维护；
2. 2. 根据系统搭建文档，对接后端数据监控体系和后端开发人员，搭建P-SAP前端页面；
3. 3. 持续维护P-SAP平台，配合后端工程师进行持续迭代更新；
4. 4. 负责超R服务模块的前端需求开发，包括但不限于运营活动H5、管理端等。
","1. 1. 本科及以上学历，2年以上工作经验；
2. 2. 精通使用JQuery、JavaScript、CSS及HTML、HTML5等前端开发技术；
3. 3. 精通使用PHP等开发技术；
4. 4. 熟悉理解react，Vue 前端框架，有实际的开发经验；或者有前端开发流程自我架构经验；
5. 5. 熟悉前端常用的构建工具（如：gulp，webpack）；熟悉使用Git 工具；
6. 6. 有客服工单处理系统（含权限审核模块）开发经验优先；
7. 7. 对MMORPG手机游戏有深度接触优先。
"
15569-高级视觉设计师（深圳）,设计类,1,深圳,2017-08-22,http://hr.tencent.com/position_detail.php?id=32212&keywords=&tid=0&lid=0,"1. 负责游戏内UI视觉整体风格设计，对不同的风格都能够有较好的设计思路，整体品质高；
2. 对UI交互根据游戏玩法有自己的理解；
3. 负责Ui设计中外包发包与反馈，品质进度把控。
","1. 3年以上UI设计经验；
2. 美术相关专业毕业；
3. 良好的艺术审美；
4. 沟通能力强，较好的团队意识，热爱游戏，平时玩的游戏较多。
"
19081-海外音频拓展经理（深圳）,市场类,1,深圳,2017-08-22,http://hr.tencent.com/position_detail.php?id=32223&keywords=&tid=0&lid=0,"1. 为腾讯天美海外产品（N-game, Codm等）挖掘以及维护海外CP团队的资源以及合作，包括但不限于世界级作曲家、著名声优、声音设计、拟音及混音母带团队；
2. 目标为打造世界级AAA产品品质的音频类打包服务，顶级大师团队合作模式探索以及音乐版权维护等工作。
","1. 5年以上唱片等相关公司合作经验，熟悉音乐版权以及有歌曲类运营经验最佳；
2. 有音频行业资源，与配音演员及艺术家关系良好；
3. 英文沟通无障碍，文案功底良好，踏实稳定，有互联网工作经验优先。
"
SD3-网络游戏数值策划(深圳),产品/项目类,1,深圳,2017-08-22,http://hr.tencent.com/position_detail.php?id=32222&keywords=&tid=0&lid=0,"1. 负责模拟经营类手游的经济系统设计与维护、道具定价、资源投放；
2. 负责SLG类网游、休闲竞技类网游成长框架搭建、战斗系统规划与实现、经济系统规划与实现；
3. 负责各个数值系统相关的实现跟进、用户反馈、数据分析以及持续优化工作。
","1. 两年以上网络手游数值策划工作经验，至少拥有一款网络手游（模拟经营、SLG、MMORPG）完整的项目经验（参与立项、研发、运营），对各阶段数值工作的工作内容与侧重点有详细的了解与实际的工作经验；
2. 良好的执行与沟通能力、团队协作能力、问题分析与工作总结能力；
3. 具备良好的工作抗压能力与工作稳定性。
"
